https://www.mediaworld.it/	5005	916	0.18301698301698302
https://www.mediaworld.it/catalogo/foto-e-videocamere/accessori-fotografia/treppiedi-e-selfie-stick	7856	1689	0.2149949083503055
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/cura-dei-capelli/piastre	8079	1717	0.2125263027602426
https://www.mediaworld.it/catalogo/computer-e-smart-home/ipad/accessori-ipad	7486	1581	0.21119422922789208
https://www.mediaworld.it/catalogo/grandi-elettrodomestici/cottura/piani-cottura-elettrici-ad-induzione	8499	1731	0.20367102012001412
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/cottura-cibi/cottura-sottovuoto	5372	839	0.1561801935964259
https://www.mediaworld.it/catalogo/grandi-elettrodomestici/lavatrici/lavatrici-carica-dallalto	8302	1678	0.2021199710913033
https://www.mediaworld.it/catalogo/computer-e-smart-home/software/antivirus	5865	1038	0.17698209718670077
https://www.mediaworld.it/catalogo/telefonia/telefonia-fissa	8438	1715	0.20324721497985304
https://www.mediaworld.it/catalogo/foto-e-videocamere/videocamere	7008	1294	0.1846461187214612
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/stiro-e-cucito/accessori-stiro-e-cucito	7769	1681	0.2163727635474321
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/caffe/capsule-caffe	7746	1677	0.21649883810999226
https://www.mediaworld.it/catalogo/console-e-pc-gaming/sony-playstation-4/playstation-vr	5818	968	0.16638019938123066
https://www.mediaworld.it/catalogo/film-musica-e-tempo-libero/film/blu-ray	8151	1771	0.21727395411605938
https://www.mediaworld.it/mw/AjaxLogonForm?catalogId=20000&amp;myAcctMain=1&amp;langId=-4&amp;storeId=20000	2250	345	0.15333333333333332
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/preparazione-cibi/robot-da-cucina	8074	1737	0.21513500123854348
https://www.mediaworld.it/catalogo/film-musica-e-tempo-libero/sex-toys/toys-con-vibrazione	4532	578	0.12753751103265668
https://www.mediaworld.it/catalogo/grandi-elettrodomestici/complementi-cucina	9267	1721	0.18571274414589403
https://www.mediaworld.it/mw/informazioni/huawei-p30	2343	381	0.16261203585147246
https://www.mediaworld.it/catalogo/telefonia/smartphone-e-cellulari/walkie-talkie	4861	678	0.13947747377082906
https://www.mediaworld.it/catalogo/computer-e-smart-home/mac/imac	6745	1247	0.1848776871756857
https://www.mediaworld.it/mw/informazioni/Black-Friday	2321	365	0.15725980180956484
https://www.mediaworld.it/catalogo/film-musica-e-tempo-libero/camping/barbecue	7077	1448	0.2046064716687862
https://www.mediaworld.it/catalogo/grandi-elettrodomestici/riscaldamento/termoventilatori	8052	1699	0.21100347739692002
https://www.mediaworld.it/catalogo/computer-e-smart-home/ebook-reader	6986	1391	0.19911251073575723
https://www.mediaworld.it/search/*?category=&amp;substringFilterCustomKeywords=VOL_25_270319_samsung_tv	21854	5234	0.23949848997895123
https://www.mediaworld.it/catalogo/console-e-pc-gaming/sony-playstation-4/giochi-ps4	7982	1687	0.21135053871210224
https://www.mediaworld.it/catalogo/console-e-pc-gaming/sony-playstation-4/accessori-ps4	7891	1703	0.2158154859967051
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/preparazione-cibi/affettatrici	6921	1329	0.19202427394885133
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/caffe/macchine-caffe-espresso	8097	1721	0.21254785723107325
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/cura-del-corpo-e-viso/regolabarba	8139	1729	0.2124339599459393
https://www.mediaworld.it/catalogo/tv-audio-e-home-cinema/navigatori/accessori-navigatori	7605	1634	0.2148586456278764
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/cura-del-corpo-e-viso/accessori-cura-del-corpo-e-viso	7747	1701	0.21956886536723894
https://www.mediaworld.it/catalogo/computer-e-smart-home/tablet/accessori-tablet	7788	1701	0.21841294298921418
https://www.mediaworld.it/catalogo/tv-audio-e-home-cinema/accessori-tv/supporti-tv	8080	1699	0.21027227722772276
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/stiro-e-cucito	8921	1764	0.19773567985651833
https://www.mediaworld.it/catalogo/foto-e-videocamere/macchine-fotografiche/fotocamere-reflex	8568	1761	0.20553221288515405
https://www.mediaworld.it/product/p-752632	5860	997	0.17013651877133107
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/preparazione-cibi/centrifughe-ed-estrattori	8185	1729	0.2112400733048259
https://www.mediaworld.it/catalogo/grandi-elettrodomestici/riscaldamento/radiatori-ad-olio	5627	923	0.16403056690954326
https://www.mediaworld.it/catalogo/tv-audio-e-home-cinema/audio-per-auto/supporti-per-auto	7753	1671	0.21552947246227266
https://www.mediaworld.it/catalogo/foto-e-videocamere/accessori-fotografia/flash	7004	1409	0.2011707595659623
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/stiro-e-cucito/ferri-da-stiro-a-caldaia	8578	1754	0.2044765679645605
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/salute-e-benessere/cardiofrequenzimetri	4558	582	0.12768758227292673
https://www.mediaworld.it/catalogo/console-e-pc-gaming/microsoft-xbox-360	4882	684	0.14010651372388366
https://www.mediaworld.it/catalogo/telefonia/smartphone-e-cellulari/caricabatterie	7765	1665	0.21442369607211847
https://www.mediaworld.it/product/p-987277/philips-speedpro-max-aqua-fc690201	4756	697	0.14655172413793102
https://www.mediaworld.it/catalogo/tv-audio-e-home-cinema/audio/accessori-audio	7728	1679	0.21726190476190477
https://www.mediaworld.it/mw/mediaworld-it/informazioni/privacy-policy	2518	351	0.13939634630659253
https://www.mediaworld.it/catalogo/tv-audio-e-home-cinema/home-cinema/diffusori-acustici	8051	1697	0.210781269407527
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/acqua/bollitori	8095	1731	0.21383570105003089
https://www.mediaworld.it/catalogo/computer-e-smart-home/periferiche-pc-e-accessori/masterizzatori	5313	825	0.15527950310559005
https://www.mediaworld.it/mw/informazioni/Cyber-Monday	2271	351	0.154557463672391
https://www.mediaworld.it/product/p-754574/fujifilm-instax-sq-6-pearl-white	4800	702	0.14625
https://www.mediaworld.it/catalogo/tv-audio-e-home-cinema/lettori-blu-ray-e-dvd	7086	1378	0.19446796500141122
https://www.mediaworld.it/mw/informazioni/easy-gift	2455	376	0.15315682281059062
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/cottura-cibi/fornetti-elettrici	8059	1717	0.21305372875046533
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/accessori-casa/diffusori-di-aromi	4955	719	0.14510595358224015
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/cura-dei-capelli/spazzole-modellanti	6340	1133	0.17870662460567824
https://www.mediaworld.it/catalogo/tv-audio-e-home-cinema/home-cinema	8409	1709	0.20323462956356286
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/pulizia/bidoni-aspiratutto	5213	786	0.1507769038941109
https://www.mediaworld.it/catalogo/piccoli-elettrodomestici/utensili-da-cucina	8016	1703	0.2124500998003992
https://www.mediaworld.it/catalogo/grandi-elettrodomestici/colonne-bucato	8160	1731	0.21213235294117647
https://www.mediaworld.it/catalogo/console-e-pc-gaming/pc-gaming/tastiere-gaming	7430	1568	0.2110363391655451
https://www.mediaworld.it/catalogo/tv-audio-e-home-cinema/hi-fi/mini-e-micro-hi-fi	8099	1693	0.20903815285837757
https://www.mediaworld.it/catalogo/grandi-elettrodomestici/cottura/cucine	8602	1683	0.1956521739130435
https://www.mediaworld.it/catalogo/computer-e-smart-home/ufficio/plastificatrici	5985	1058	0.1767752715121136
